Sample,Ref_Mic(Outside),Anti_Wave(Speaker),Err_Mic(Residual_Noise)
6050,3,-3,0
6051,-4,4,0
6052,-16,16,0
6053,-21,21,0
6054,-26,26,0
6055,-31,31,0
6056,-38,38,0
6057,-37,37,0
6058,-35,35,0
6059,-32,32,0
6060,-15,15,0
6061,0,0,0
6062,7,-7,0
6063,26,-26,0
6064,58,-58,0
6065,63,-63,0
6066,61,-61,0
6067,51,-51,0
6068,53,-53,0
6069,37,-37,0
6070,-1,1,0
6071,-45,45,0
6072,-55,55,0
6073,-52,52,0
6074,-49,49,0
6075,-49,49,0
6076,-34,34,0
6077,-5,5,0
6078,24,-24,0
6079,45,-45,0
6080,51,-51,0
6081,52,-52,0
6082,62,-62,0
6083,55,-55,0
6084,31,-31,0
6085,-11,11,0
6086,-22,22,0
6087,-30,30,0
6088,-31,31,0
6089,-36,36,0
6090,-38,38,0
6091,-19,19,0
6092,-4,4,0
6093,10,-10,0
6094,6,-6,0
6095,9,-9,0
6096,15,-15,0
6097,16,-16,0
6098,8,-8,0
6099,-4,4,0
6100,-9,9,0
6101,-13,13,0
6102,-28,28,0
6103,-44,44,0
6104,-46,46,0
6105,-42,42,0
6106,-31,31,0
6107,-23,23,0
6108,-23,23,0
6109,-8,8,0
6110,23,-23,0
6111,62,-62,0
6112,65,-65,0
6113,62,-62,0
6114,54,-54,0
6115,52,-52,0
6116,36,-36,0
6117,-1,1,0
6118,-35,35,0
6119,-47,47,0
6120,-50,50,0
6121,-53,53,0
6122,-55,55,0
6123,-45,45,0
6124,-16,16,0
6125,18,-18,0
6126,37,-37,0
6127,43,-43,0
6128,48,-48,0
6129,62,-62,0
6130,55,-55,0
6131,29,-29,0
6132,-5,5,0
6133,-17,17,0
6134,-21,21,0
6135,-23,23,0
6136,-26,26,0
6137,-30,30,0
6138,-13,13,0
6139,3,-3,0
6140,4,-4,0
6141,2,-2,0
6142,0,0,0
6143,10,-10,0
6144,29,-29,0
6145,31,-31,0
6146,9,-9,0
6147,-18,18,0
6148,-30,30,0
6149,-34,34,0
6150,-37,37,0
6151,-42,42,0
6152,-42,42,0
6153,-40,40,0
6154,-36,36,0
6155,-21,21,0
6156,-1,1,0
6157,40,-40,0
6158,50,-50,0
6159,54,-54,0
6160,49,-49,0
6161,61,-61,0
6162,54,-54,0
6163,31,-31,0
6164,0,0,0
6165,-20,20,0
6166,-38,38,0
6167,-43,43,0
6168,-51,51,0
6169,-52,52,0
6170,-40,40,0
6171,-16,16,0
6172,5,-5,0
6173,19,-19,0
6174,29,-29,0
6175,47,-47,0
6176,62,-62,0
6177,64,-64,0
6178,41,-41,0
6179,19,-19,0
6180,0,0,0
6181,-13,13,0
6182,-29,29,0
6183,-49,49,0
6184,-53,53,0
6185,-45,45,0
6186,-27,27,0
6187,-19,19,0
6188,-7,7,0
6189,11,-11,0
6190,34,-34,0
6191,52,-52,0
6192,51,-51,0
6193,45,-45,0
6194,29,-29,0
6195,11,-11,0
6196,-12,12,0
6197,-30,30,0
6198,-47,47,0
6199,-57,57,0
6200,-72,72,0
6201,-74,74,0
6202,-64,64,0
6203,-40,40,0
6204,-14,14,0
6205,15,-15,0
6206,39,-39,0
6207,74,-74,0
6208,90,-90,0
6209,93,-93,0
6210,74,-74,0
6211,57,-57,0
6212,35,-35,0
6213,6,-6,0
6214,-29,29,0
6215,-64,64,0
6216,-83,83,0
6217,-75,75,0
6218,-60,60,0
6219,-34,34,0
6220,-16,16,0
6221,-3,3,0
6222,33,-33,0
6223,65,-65,0
6224,79,-79,0
6225,76,-76,0
6226,55,-55,0
6227,15,-15,0
6228,-19,19,0
6229,-27,27,0
6230,-34,34,0
6231,-38,38,0
6232,-44,44,0
6233,-38,38,0
6234,-31,31,0
6235,-25,25,0
6236,-11,11,0
6237,-1,1,0
6238,12,-12,0
6239,21,-21,0
6240,25,-25,0
6241,27,-27,0
6242,21,-21,0
6243,10,-10,0
6244,0,0,0
6245,-12,12,0
6246,-22,22,0
6247,-36,36,0
6248,-40,40,0
6249,-30,30,0
6250,-14,14,0
6251,-2,2,0
6252,9,-9,0
6253,24,-24,0
6254,43,-43,0
6255,53,-53,0
6256,55,-55,0
6257,47,-47,0
6258,31,-31,0
6259,11,-11,0
6260,-3,3,0
6261,-17,17,0
6262,-29,29,0
6263,-36,36,0
6264,-34,34,0
6265,-28,28,0
6266,-21,21,0
6267,-20,20,0
6268,-9,9,0
6269,4,-4,0
6270,16,-16,0
6271,24,-24,0
6272,21,-21,0
6273,19,-19,0
6274,23,-23,0
6275,22,-22,0
6276,14,-14,0
6277,0,0,0
6278,-5,5,0
6279,-10,10,0
6280,-11,11,0
6281,-19,19,0
6282,-18,18,0
6283,-13,13,0
6284,-6,6,0
6285,-3,3,0
6286,-1,1,0
6287,0,0,0
6288,6,-6,0
6289,7,-7,0
6290,8,-8,0
6291,0,0,0
6292,-1,1,0
6293,-8,8,0
6294,-14,14,0
6295,-21,21,0
6296,-18,18,0
6297,-12,12,0
6298,-1,1,0
6299,0,0,0
6300,7,-7,0
6301,15,-15,0
6302,28,-28,0
6303,32,-32,0
6304,29,-29,0
6305,17,-17,0
6306,12,-12,0
6307,8,-8,0
6308,5,-5,0
6309,-5,5,0
6310,-13,13,0
6311,-18,18,0
6312,-11,11,0
6313,-10,10,0
6314,-10,10,0
6315,-15,15,0
6316,-14,14,0
6317,-7,7,0
6318,-3,3,0
6319,-4,4,0
6320,-2,2,0
6321,2,-2,0
6322,8,-8,0
6323,12,-12,0
6324,11,-11,0
6325,9,-9,0
6326,9,-9,0
6327,8,-8,0
6328,7,-7,0
6329,3,-3,0
6330,-2,2,0
6331,-5,5,0
6332,-2,2,0
6333,-5,5,0
6334,-8,8,0
6335,-8,8,0
6336,-6,6,0
6337,-7,7,0
6338,-9,9,0
6339,-18,18,0
6340,-22,22,0
6341,-26,26,0
6342,-29,29,0
6343,-25,25,0
6344,-14,14,0
6345,-9,9,0
6346,-5,5,0
6347,3,-3,0
6348,18,-18,0
6349,26,-26,0
6350,30,-30,0
6351,27,-27,0
6352,31,-31,0
6353,31,-31,0
6354,31,-31,0
6355,20,-20,0
6356,11,-11,0
6357,2,-2,0
6358,-1,1,0
6359,-4,4,0
6360,-8,8,0
6361,-18,18,0
6362,-20,20,0
6363,-21,21,0
6364,-18,18,0
6365,-18,18,0
6366,-12,12,0
6367,-6,6,0
6368,4,-4,0
6369,10,-10,0
6370,13,-13,0
6371,13,-13,0
6372,15,-15,0
6373,16,-16,0
6374,16,-16,0
6375,8,-8,0
6376,-3,3,0
6377,-4,4,0
6378,12,-12,0
6379,14,-14,0
6380,1,-1,0
6381,-6,6,0
6382,-15,15,0
6383,-18,18,0
6384,-21,21,0
6385,-23,23,0
6386,-24,24,0
6387,-19,19,0
6388,-17,17,0
6389,-12,12,0
6390,-4,4,0
6391,1,-1,0
6392,4,-4,0
6393,10,-10,0
6394,17,-17,0
6395,23,-23,0
6396,24,-24,0
6397,20,-20,0
6398,13,-13,0
6399,8,-8,0
6400,10,-10,0
6401,10,-10,0
6402,1,-1,0
6403,-3,3,0
6404,-5,5,0
6405,-5,5,0
6406,-4,4,0
6407,-2,2,0
6408,-4,4,0
6409,-6,6,0
6410,-4,4,0
6411,-6,6,0
6412,-6,6,0
6413,-7,7,0
6414,-6,6,0
6415,2,-2,0
6416,13,-13,0
6417,16,-16,0
6418,19,-19,0
6419,20,-20,0
6420,21,-21,0
6421,20,-20,0
6422,15,-15,0
6423,5,-5,0
6424,-2,2,0
6425,-5,5,0
6426,-10,10,0
6427,-15,15,0
6428,-19,19,0
6429,-18,18,0
6430,-16,16,0
6431,-11,11,0
6432,-13,13,0
6433,-18,18,0
6434,-24,24,0
6435,-20,20,0
6436,-15,15,0
6437,-5,5,0
6438,0,0,0
6439,-3,3,0
6440,3,-3,0
6441,17,-17,0
6442,19,-19,0
6443,21,-21,0
6444,18,-18,0
6445,15,-15,0
6446,15,-15,0
6447,16,-16,0
6448,6,-6,0
6449,-6,6,0
6450,-12,12,0
6451,-8,8,0
6452,-7,7,0
6453,-4,4,0
6454,-7,7,0
6455,-9,9,0
6456,-6,6,0
6457,-2,2,0
6458,-6,6,0
6459,-6,6,0
6460,-7,7,0
6461,0,0,0
6462,7,-7,0
6463,11,-11,0
6464,13,-13,0
6465,16,-16,0
6466,21,-21,0
6467,22,-22,0
6468,18,-18,0
6469,9,-9,0
6470,0,0,0
6471,0,0,0
6472,-6,6,0
6473,-14,14,0
6474,-19,19,0
6475,-19,19,0
6476,-18,18,0
6477,-12,12,0
6478,-11,11,0
6479,-10,10,0
6480,-11,11,0
6481,-13,13,0
6482,-11,11,0
6483,-3,3,0
6484,2,-2,0
6485,3,-3,0
6486,0,0,0
6487,7,-7,0
6488,14,-14,0
6489,20,-20,0
6490,17,-17,0
6491,16,-16,0
6492,13,-13,0
6493,17,-17,0
6494,11,-11,0
6495,2,-2,0
6496,-9,9,0
6497,-12,12,0
6498,-13,13,0
6499,-11,11,0
6500,-10,10,0
6501,-14,14,0
6502,-12,12,0
6503,-6,6,0
6504,-8,8,0
6505,-14,14,0
6506,-7,7,0
6507,-3,3,0
6508,6,-6,0
6509,17,-17,0
6510,22,-22,0
6511,20,-20,0
6512,26,-26,0
6513,27,-27,0
6514,20,-20,0
6515,17,-17,0
6516,10,-10,0
6517,1,-1,0
6518,-4,4,0
6519,-6,6,0
6520,-13,13,0
6521,-22,22,0
6522,-21,21,0
6523,-20,20,0
6524,-20,20,0
6525,-21,21,0
6526,-18,18,0
6527,-18,18,0
6528,-12,12,0
6529,-4,4,0
6530,7,-7,0
6531,16,-16,0
6532,13,-13,0
6533,11,-11,0
6534,16,-16,0
6535,25,-25,0
6536,22,-22,0
6537,19,-19,0
6538,11,-11,0
6539,7,-7,0
6540,7,-7,0
6541,6,-6,0
6542,-3,3,0
6543,-14,14,0
6544,-21,21,0
6545,-18,18,0
6546,-17,17,0
6547,-16,16,0
6548,-19,19,0
6549,-14,14,0
6550,-2,2,0
6551,4,-4,0
6552,4,-4,0
6553,7,-7,0
6554,11,-11,0
6555,19,-19,0
6556,24,-24,0
6557,23,-23,0
6558,19,-19,0
6559,16,-16,0
6560,15,-15,0
6561,10,-10,0
6562,0,0,0
6563,-12,12,0
6564,-17,17,0
6565,-17,17,0
6566,-14,14,0
6567,-20,20,0
6568,-24,24,0
6569,-22,22,0
6570,-18,18,0
6571,-15,15,0
6572,-16,16,0
6573,-22,22,0
6574,-20,20,0
6575,-11,11,0
6576,6,-6,0
6577,26,-26,0
6578,27,-27,0
6579,20,-20,0
6580,23,-23,0
6581,33,-33,0
6582,34,-34,0
6583,24,-24,0
6584,6,-6,0
6585,-5,5,0
6586,-10,10,0
6587,-11,11,0
6588,-22,22,0
6589,-37,37,0
6590,-38,38,0
6591,-27,27,0
6592,-14,14,0
6593,-7,7,0
6594,-5,5,0
6595,4,-4,0
6596,28,-28,0
6597,48,-48,0
6598,46,-46,0
6599,28,-28,0
6600,18,-18,0
6601,17,-17,0
6602,11,-11,0
6603,-6,6,0
6604,-23,23,0
6605,-30,30,0
6606,-22,22,0
6607,-9,9,0
6608,-10,10,0
6609,-14,14,0
6610,-11,11,0
6611,1,-1,0
6612,13,-13,0
6613,9,-9,0
6614,0,0,0
6615,-6,6,0
6616,-3,3,0
6617,-1,1,0
6618,-14,14,0
6619,-29,29,0
6620,-38,38,0
6621,-29,29,0
6622,1,-1,0
6623,24,-24,0
6624,17,-17,0
6625,8,-8,0
6626,24,-24,0
6627,53,-53,0
6628,49,-49,0
6629,31,-31,0
6630,11,-11,0
6631,0,0,0
6632,4,-4,0
6633,0,0,0
6634,-21,21,0
6635,-44,44,0
6636,-45,45,0
6637,-27,27,0
6638,-13,13,0
6639,-9,9,0
6640,-8,8,0
6641,-2,2,0
6642,27,-27,0
6643,55,-55,0
6644,53,-53,0
6645,25,-25,0
6646,12,-12,0
6647,10,-10,0
6648,12,-12,0
6649,-3,3,0
6650,-34,34,0
6651,-42,42,0
6652,-31,31,0
6653,-13,13,0
6654,-5,5,0
6655,-10,10,0
6656,-7,7,0
6657,9,-9,0
6658,30,-30,0
6659,26,-26,0
6660,10,-10,0
6661,-3,3,0
6662,-7,7,0
6663,-14,14,0
6664,-28,28,0
6665,-45,45,0
6666,-52,52,0
6667,-32,32,0
6668,9,-9,0
6669,31,-31,0
6670,24,-24,0
6671,17,-17,0
6672,35,-35,0
6673,54,-54,0
6674,53,-53,0
6675,28,-28,0
6676,1,-1,0
6677,-17,17,0
6678,-11,11,0
6679,-15,15,0
6680,-33,33,0
6681,-53,53,0
6682,-48,48,0
6683,-27,27,0
6684,-2,2,0
6685,5,-5,0
6686,11,-11,0
6687,18,-18,0
6688,46,-46,0
6689,64,-64,0
6690,52,-52,0
6691,16,-16,0
6692,5,-5,0
6693,-4,4,0
6694,-6,6,0
6695,-25,25,0
6696,-48,48,0
6697,-48,48,0
6698,-35,35,0
6699,-3,3,0
6700,3,-3,0
6701,3,-3,0
6702,5,-5,0
6703,22,-22,0
6704,33,-33,0
6705,25,-25,0
6706,7,-7,0
6707,-10,10,0
6708,-16,16,0
6709,-23,23,0
6710,-36,36,0
6711,-52,52,0
6712,-49,49,0
6713,-23,23,0
6714,18,-18,0
6715,34,-34,0
6716,37,-37,0
6717,32,-32,0
6718,49,-49,0
6719,60,-60,0
6720,50,-50,0
6721,18,-18,0
6722,-13,13,0
6723,-35,35,0
6724,-35,35,0
6725,-35,35,0
6726,-43,43,0
6727,-54,54,0
6728,-44,44,0
6729,-19,19,0
6730,6,-6,0
6731,20,-20,0
6732,25,-25,0
6733,34,-34,0
6734,58,-58,0
6735,63,-63,0
6736,43,-43,0
6737,6,-6,0
6738,-22,22,0
6739,-25,25,0
6740,-34,34,0
6741,-36,36,0
6742,-47,47,0
6743,-45,45,0
6744,-20,20,0
6745,4,-4,0
6746,22,-22,0
6747,27,-27,0
6748,33,-33,0
6749,34,-34,0
6750,33,-33,0
6751,17,-17,0
6752,-4,4,0
6753,-27,27,0
6754,-43,43,0
6755,-54,54,0
6756,-62,62,0
6757,-52,52,0
6758,-20,20,0
6759,18,-18,0
6760,44,-44,0
6761,50,-50,0
6762,57,-57,0
6763,70,-70,0
6764,75,-75,0
6765,61,-61,0
6766,29,-29,0
6767,-10,10,0
6768,-36,36,0
6769,-48,48,0
6770,-57,57,0
6771,-65,65,0
6772,-61,61,0
6773,-44,44,0
6774,-19,19,0
6775,7,-7,0
6776,26,-26,0
6777,34,-34,0
6778,41,-41,0
6779,51,-51,0
6780,44,-44,0
6781,18,-18,0
6782,-6,6,0
6783,-28,28,0
6784,-36,36,0
6785,-38,38,0
6786,-37,37,0
6787,-32,32,0
6788,-23,23,0
6789,0,0,0
6790,21,-21,0
6791,37,-37,0
6792,40,-40,0
6793,37,-37,0
6794,31,-31,0
6795,20,-20,0
6796,1,-1,0
6797,-19,19,0
6798,-33,33,0
6799,-45,45,0
6800,-54,54,0
6801,-56,56,0
6802,-53,53,0
6803,-38,38,0
6804,4,-4,0
6805,51,-51,0
6806,67,-67,0
6807,71,-71,0
6808,69,-69,0
6809,70,-70,0
6810,63,-63,0
6811,37,-37,0
6812,-2,2,0
6813,-42,42,0
6814,-64,64,0
6815,-63,63,0
6816,-59,59,0
6817,-60,60,0
6818,-50,50,0
6819,-24,24,0
6820,9,-9,0
6821,48,-48,0
6822,64,-64,0
6823,61,-61,0
6824,52,-52,0
6825,54,-54,0
6826,39,-39,0
6827,8,-8,0
6828,-26,26,0
6829,-54,54,0
6830,-60,60,0
6831,-49,49,0
6832,-41,41,0
6833,-31,31,0
6834,-18,18,0
6835,10,-10,0
6836,34,-34,0
6837,46,-46,0
6838,43,-43,0
6839,33,-33,0
6840,19,-19,0
6841,5,-5,0
6842,-7,7,0
6843,-29,29,0
6844,-50,50,0
6845,-64,64,0
6846,-69,69,0
6847,-57,57,0
6848,-25,25,0
6849,27,-27,0
6850,64,-64,0
6851,75,-75,0
6852,71,-71,0
6853,74,-74,0
6854,67,-67,0
6855,49,-49,0
6856,16,-16,0
6857,-28,28,0
6858,-65,65,0
6859,-78,78,0
6860,-67,67,0
6861,-53,53,0
6862,-43,43,0
6863,-28,28,0
6864,-3,3,0
6865,32,-32,0
6866,63,-63,0
6867,74,-74,0
6868,67,-67,0
6869,47,-47,0
6870,25,-25,0
6871,0,0,0
6872,-22,22,0
6873,-41,41,0
6874,-61,61,0
6875,-57,57,0
6876,-44,44,0
6877,-24,24,0
6878,-7,7,0
6879,9,-9,0
6880,22,-22,0
6881,31,-31,0
6882,35,-35,0
6883,34,-34,0
6884,22,-22,0
6885,7,-7,0
6886,-11,11,0
6887,-24,24,0
6888,-41,41,0
6889,-54,54,0
6890,-64,64,0
6891,-67,67,0
6892,-55,55,0
6893,-17,17,0
6894,41,-41,0
6895,86,-86,0
6896,90,-90,0
6897,77,-77,0
6898,60,-60,0
6899,50,-50,0
6900,29,-29,0
6901,1,-1,0
6902,-40,40,0
6903,-78,78,0
6904,-93,93,0
6905,-76,76,0
6906,-49,49,0
6907,-25,25,0
6908,0,0,0
6909,23,-23,0
6910,50,-50,0
6911,76,-76,0
6912,88,-88,0
6913,72,-72,0
6914,39,-39,0
6915,3,-3,0
6916,-22,22,0
6917,-42,42,0
6918,-52,52,0
6919,-64,64,0
6920,-58,58,0
6921,-40,40,0
6922,-12,12,0
6923,14,-14,0
6924,31,-31,0
6925,40,-40,0
6926,39,-39,0
6927,36,-36,0
6928,28,-28,0
6929,12,-12,0
6930,-8,8,0
6931,-28,28,0
6932,-39,39,0
6933,-47,47,0
6934,-47,47,0
6935,-50,50,0
6936,-44,44,0
6937,-34,34,0
6938,-1,1,0
6939,45,-45,0
6940,86,-86,0
6941,85,-85,0
6942,66,-66,0
6943,47,-47,0
6944,28,-28,0
6945,14,-14,0
6946,-8,8,0
6947,-40,40,0
6948,-70,70,0
6949,-82,82,0
6950,-62,62,0
6951,-33,33,0
6952,0,0,0
6953,16,-16,0
6954,33,-33,0
6955,45,-45,0
6956,60,-60,0
6957,65,-65,0
6958,48,-48,0
6959,15,-15,0
6960,-12,12,0
6961,-36,36,0
6962,-43,43,0
6963,-48,48,0
6964,-43,43,0
6965,-40,40,0
6966,-22,22,0
6967,0,0,0
6968,23,-23,0
6969,38,-38,0
6970,41,-41,0
6971,33,-33,0
6972,22,-22,0
6973,11,-11,0
6974,0,0,0
6975,-15,15,0
6976,-33,33,0
6977,-43,43,0
6978,-47,47,0
6979,-46,46,0
6980,-41,41,0
6981,-31,31,0
6982,-15,15,0
6983,22,-22,0
6984,66,-66,0
6985,91,-91,0
6986,82,-82,0
6987,58,-58,0
6988,36,-36,0
6989,14,-14,0
6990,-9,9,0
6991,-32,32,0
6992,-61,61,0
6993,-81,81,0
6994,-75,75,0
6995,-50,50,0
6996,-16,16,0
6997,14,-14,0
6998,35,-35,0
6999,41,-41,0
7000,50,-50,0
7001,57,-57,0
7002,53,-53,0
7003,31,-31,0
7004,0,0,0
7005,-34,34,0
7006,-57,57,0
7007,-68,68,0
7008,-60,60,0
7009,-50,50,0
7010,-28,28,0
7011,-1,1,0
7012,27,-27,0
7013,49,-49,0
7014,55,-55,0
7015,49,-49,0
7016,31,-31,0
7017,12,-12,0
7018,0,0,0
7019,-12,12,0
7020,-26,26,0
7021,-41,41,0
7022,-49,49,0
7023,-48,48,0
7024,-41,41,0
7025,-29,29,0
7026,-13,13,0
7027,0,0,0
7028,33,-33,0
7029,69,-69,0
7030,92,-92,0
7031,77,-77,0
7032,50,-50,0
7033,23,-23,0
7034,0,0,0
7035,-14,14,0
7036,-24,24,0
7037,-41,41,0
7038,-59,59,0
7039,-61,61,0
7040,-33,33,0
7041,-4,4,0
7042,27,-27,0
7043,43,-43,0
7044,48,-48,0
7045,40,-40,0
7046,36,-36,0
7047,28,-28,0
7048,15,-15,0
7049,-12,12,0
7050,-40,40,0
7051,-62,62,0
7052,-55,55,0
7053,-39,39,0
7054,-19,19,0
7055,-7,7,0
7056,3,-3,0
7057,17,-17,0
7058,32,-32,0
7059,43,-43,0
7060,39,-39,0
7061,19,-19,0
7062,0,0,0
7063,-11,11,0
7064,-20,20,0
7065,-30,30,0
7066,-40,40,0
7067,-45,45,0
7068,-44,44,0
7069,-34,34,0
7070,-18,18,0
7071,-5,5,0
7072,8,-8,0
7073,40,-40,0
7074,71,-71,0
7075,87,-87,0
7076,63,-63,0
7077,33,-33,0
7078,2,-2,0
7079,-21,21,0
7080,-35,35,0
7081,-44,44,0
7082,-55,55,0
7083,-61,61,0
7084,-50,50,0
7085,-20,20,0
7086,14,-14,0
7087,47,-47,0
7088,57,-57,0
7089,57,-57,0
7090,43,-43,0
7091,34,-34,0
7092,21,-21,0
7093,6,-6,0
7094,-18,18,0
7095,-44,44,0
7096,-62,62,0
7097,-56,56,0
7098,-34,34,0
7099,-9,9,0
7100,10,-10,0
7101,23,-23,0
7102,30,-30,0
7103,41,-41,0
7104,44,-44,0
7105,39,-39,0
7106,16,-16,0
7107,-8,8,0
7108,-24,24,0
7109,-31,31,0
7110,-31,31,0
7111,-31,31,0
7112,-34,34,0
7113,-36,36,0
7114,-27,27,0
7115,-16,16,0
7116,-1,1,0
7117,8,-8,0
7118,24,-24,0
7119,54,-54,0
7120,76,-76,0
7121,69,-69,0
7122,44,-44,0
7123,13,-13,0
7124,-9,9,0
7125,-29,29,0
7126,-38,38,0
7127,-49,49,0
7128,-52,52,0
7129,-50,50,0
7130,-24,24,0
7131,6,-6,0
7132,39,-39,0
7133,56,-56,0
7134,58,-58,0
7135,43,-43,0
7136,27,-27,0
7137,13,-13,0
7138,-1,1,0
7139,-25,25,0
7140,-50,50,0
7141,-62,62,0
7142,-53,53,0
7143,-34,34,0
7144,-4,4,0
7145,12,-12,0
7146,25,-25,0
7147,30,-30,0
7148,31,-31,0
7149,33,-33,0
7150,27,-27,0
7151,13,-13,0
7152,-6,6,0
7153,-22,22,0
7154,-25,25,0
7155,-30,30,0
7156,-28,28,0
7157,-31,31,0
7158,-27,27,0
7159,-21,21,0
7160,-12,12,0
7161,-4,4,0
7162,0,0,0
7163,14,-14,0
7164,47,-47,0
7165,73,-73,0
7166,65,-65,0
7167,38,-38,0
7168,11,-11,0
7169,-18,18,0
7170,-28,28,0
7171,-27,27,0
7172,-32,32,0
7173,-40,40,0
7174,-41,41,0
7175,-19,19,0
7176,7,-7,0
7177,36,-36,0
7178,52,-52,0
7179,45,-45,0
7180,30,-30,0
7181,16,-16,0
7182,9,-9,0
7183,0,0,0
7184,-16,16,0
7185,-39,39,0
7186,-54,54,0
7187,-48,48,0
7188,-31,31,0
7189,2,-2,0
7190,22,-22,0
7191,32,-32,0
7192,31,-31,0
7193,28,-28,0
7194,28,-28,0
7195,23,-23,0
7196,11,-11,0
7197,-11,11,0
7198,-28,28,0
7199,-30,30,0
7200,-27,27,0
7201,-18,18,0
7202,-19,19,0
7203,-13,13,0
7204,-12,12,0
7205,-7,7,0
7206,-1,1,0
7207,3,-3,0
7208,1,-1,0
7209,17,-17,0
7210,38,-38,0
7211,60,-60,0
7212,43,-43,0
7213,19,-19,0
7214,-6,6,0
7215,-27,27,0
7216,-34,34,0
7217,-25,25,0
7218,-30,30,0
7219,-35,35,0
7220,-33,33,0
7221,-8,8,0
7222,11,-11,0
7223,37,-37,0
7224,45,-45,0
7225,39,-39,0
7226,21,-21,0
7227,11,-11,0
7228,0,0,0
7229,-8,8,0
7230,-29,29,0
7231,-38,38,0
7232,-51,51,0
7233,-37,37,0
7234,-15,15,0
7235,13,-13,0
7236,30,-30,0
7237,39,-39,0
7238,34,-34,0
7239,26,-26,0
7240,13,-13,0
7241,4,-4,0
7242,-11,11,0
7243,-18,18,0
7244,-16,16,0
7245,-8,8,0
7246,-4,4,0
7247,-1,1,0
7248,-5,5,0
7249,-9,9,0
7250,-11,11,0
7251,-12,12,0
7252,-11,11,0
7253,-15,15,0
7254,-5,5,0
7255,30,-30,0
7256,53,-53,0
7257,53,-53,0
7258,23,-23,0
7259,-3,3,0
7260,-25,25,0
7261,-27,27,0
7262,-22,22,0
7263,-21,21,0
7264,-29,29,0
7265,-38,38,0
7266,-25,25,0
7267,-1,1,0
7268,25,-25,0
7269,43,-43,0
7270,41,-41,0
7271,30,-30,0
7272,13,-13,0
7273,16,-16,0
7274,2,-2,0
7275,-8,8,0
7276,-29,29,0
7277,-42,42,0
7278,-38,38,0
7279,-18,18,0
7280,10,-10,0
7281,26,-26,0
7282,32,-32,0
7283,28,-28,0
7284,20,-20,0
7285,15,-15,0
7286,9,-9,0
7287,2,-2,0
7288,-8,8,0
7289,-16,16,0
7290,-13,13,0
7291,-10,10,0
7292,-2,2,0
7293,-4,4,0
7294,-3,3,0
7295,-8,8,0
7296,-5,5,0
7297,-10,10,0
7298,-10,10,0
7299,-23,23,0
7300,-23,23,0
7301,10,-10,0
7302,36,-36,0
7303,55,-55,0
7304,43,-43,0
7305,16,-16,0
7306,-1,1,0
7307,-9,9,0
7308,-9,9,0
7309,-8,8,0
7310,-19,19,0
7311,-34,34,0
7312,-35,35,0
7313,-17,17,0
7314,0,0,0
7315,25,-25,0
7316,32,-32,0
7317,28,-28,0
7318,17,-17,0
7319,19,-19,0
7320,11,-11,0
7321,-4,4,0
7322,-21,21,0
7323,-32,32,0
7324,-37,37,0
7325,-21,21,0
7326,-2,2,0
7327,14,-14,0
7328,21,-21,0
7329,22,-22,0
7330,17,-17,0
7331,7,-7,0
7332,0,0,0
7333,-1,1,0
7334,-7,7,0
7335,-8,8,0
7336,-8,8,0
7337,-3,3,0
7338,-3,3,0
7339,-3,3,0
7340,-9,9,0
7341,-15,15,0
7342,-23,23,0
7343,-26,26,0
7344,-29,29,0
7345,-34,34,0
7346,-27,27,0
7347,17,-17,0
7348,51,-51,0
7349,78,-78,0
7350,62,-62,0
7351,35,-35,0
7352,13,-13,0
7353,0,0,0
7354,-10,10,0
7355,-12,12,0
7356,-30,30,0
7357,-51,51,0
7358,-53,53,0
7359,-28,28,0
7360,-3,3,0
7361,29,-29,0
7362,38,-38,0
7363,38,-38,0
7364,25,-25,0
7365,27,-27,0
7366,12,-12,0
7367,0,0,0
7368,-26,26,0
7369,-40,40,0
7370,-45,45,0
7371,-31,31,0
7372,-6,6,0
7373,12,-12,0
7374,21,-21,0
7375,25,-25,0
7376,16,-16,0
7377,9,-9,0
7378,1,-1,0
7379,0,0,0
7380,-8,8,0
7381,-8,8,0
7382,-7,7,0
7383,-4,4,0
7384,-4,4,0
7385,-5,5,0
7386,-9,9,0
7387,-14,14,0
7388,-22,22,0
7389,-28,28,0
7390,-32,32,0
7391,-32,32,0
7392,-33,33,0
7393,-4,4,0
7394,32,-32,0
7395,74,-74,0
7396,70,-70,0
7397,51,-51,0
7398,30,-30,0
7399,-1,1,0
7400,-8,8,0
7401,-15,15,0
7402,-29,29,0
7403,-47,47,0
7404,-54,54,0
7405,-32,32,0
7406,-9,9,0
7407,22,-22,0
7408,47,-47,0
7409,51,-51,0
7410,48,-48,0
7411,31,-31,0
7412,26,-26,0
7413,2,-2,0
7414,-13,13,0
7415,-23,23,0
7416,-35,35,0
7417,-29,29,0
7418,-19,19,0
7419,1,-1,0
7420,13,-13,0
7421,14,-14,0
7422,14,-14,0
7423,0,0,0
7424,2,-2,0
7425,0,0,0
7426,1,-1,0
7427,0,0,0
7428,0,0,0
7429,5,-5,0
7430,1,-1,0
7431,2,-2,0
7432,-7,7,0
7433,-14,14,0
7434,-25,25,0
7435,-23,23,0
7436,-28,28,0
7437,-26,26,0
7438,-28,28,0
7439,-32,32,0
7440,9,-9,0
7441,47,-47,0
7442,87,-87,0
7443,73,-73,0
7444,41,-41,0
7445,21,-21,0
7446,-15,15,0
7447,-20,20,0
7448,-25,25,0
